source,target,weight,disease
POL-Research_Capacity,VEN-As_Expected,2,"Cardiovascular diseases, Musculoskeletal disorders"
POL-Research_Capacity,VNM-As_Expected,4,"Cardiovascular diseases, Maternal and neonatal disorders, Musculoskeletal disorders"
POL-Research_Capacity,ZAF-As_Expected,5,"Cardiovascular diseases, Maternal and neonatal disorders, Mental disorders"
POL-Research_Capacity,ZMB-As_Expected,4,"Cardiovascular diseases, Maternal and neonatal disorders, Mental disorders"
POL-Research_Capacity,ZWE-Research_Capacity,2,"Cardiovascular diseases, Substance use disorders"
PRI-As_Expected,PRT-As_Expected,4,"Chronic respiratory diseases, Diabetes and kidney diseases, Maternal and neonatal disorders"
PRI-As_Expected,PRT-Governance,2,"HIV/AIDS and sexually transmitted infections, Sense organ diseases"
PRI-As_Expected,PRT-Research_Capacity,2,"Neglected tropical diseases and malaria, Neoplasms"
PRI-As_Expected,PRY-Governance,3,"Chronic respiratory diseases, Maternal and neonatal disorders, Sense organ diseases"
PRI-As_Expected,PRY-Multiple_Factors,2,"Mental disorders, Respiratory infections and tuberculosis"
PRI-As_Expected,PSE-As_Expected,3,"Chronic respiratory diseases, Maternal and neonatal disorders, Neoplasms"
PRI-As_Expected,PSE-Multiple_Factors,2,"Diabetes and kidney diseases, Mental disorders"
PRI-As_Expected,QAT-As_Expected,2,"Diabetes and kidney diseases, Mental disorders"
PRI-As_Expected,QAT-Governance,3,"Chronic respiratory diseases, Maternal and neonatal disorders, Sense organ diseases"
PRI-As_Expected,QAT-Research_Capacity,2,"Neglected tropical diseases and malaria, Neoplasms"
PRI-As_Expected,ROU-As_Expected,5,"Chronic respiratory diseases, Diabetes and kidney diseases, HIV/AIDS and sexually transmitted infections"
PRI-As_Expected,ROU-Health_Infrastructure,2,"Neoplasms, Sense organ diseases"
PRI-As_Expected,ROU-Research_Capacity,2,"Neglected tropical diseases and malaria, Respiratory infections and tuberculosis"
PRI-As_Expected,RUS-As_Expected,6,"Chronic respiratory diseases, Diabetes and kidney diseases, HIV/AIDS and sexually transmitted infections"
PRI-As_Expected,RWA-As_Expected,5,"Chronic respiratory diseases, Diabetes and kidney diseases, Maternal and neonatal disorders"
PRI-As_Expected,RWA-Research_Capacity,2,"Neglected tropical diseases and malaria, Neoplasms"
PRI-As_Expected,SAU-As_Expected,4,"Diabetes and kidney diseases, HIV/AIDS and sexually transmitted infections, Neglected tropical diseases and malaria"
PRI-As_Expected,SAU-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
PRI-As_Expected,SAU-Research_Capacity,2,"Mental disorders, Neoplasms"
PRI-As_Expected,SDN-As_Expected,4,"Diabetes and kidney diseases, Maternal and neonatal disorders, Mental disorders"
PRI-As_Expected,SEN-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
PRI-As_Expected,SGP-As_Expected,5,"Chronic respiratory diseases, Diabetes and kidney diseases, HIV/AIDS and sexually transmitted infections"
PRI-As_Expected,SGP-Research_Capacity,3,"Maternal and neonatal disorders, Neglected tropical diseases and malaria, Neoplasms"
PRI-As_Expected,SLB-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
PRI-As_Expected,SLE-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
PRI-As_Expected,SLV-As_Expected,2,"Chronic respiratory diseases, Neoplasms"
PRI-As_Expected,SLV-Multiple_Factors,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
PRI-As_Expected,SRB-As_Expected,5,"Chronic respiratory diseases, Mental disorders, Neoplasms"
PRI-As_Expected,SSD-Multiple_Factors,2,"Diabetes and kidney diseases, Mental disorders"
PRI-As_Expected,SVK-As_Expected,4,"Chronic respiratory diseases, Diabetes and kidney diseases, Mental disorders"
PRI-As_Expected,SVK-Research_Capacity,2,"Neglected tropical diseases and malaria, Neoplasms"
PRI-As_Expected,SVN-As_Expected,2,"HIV/AIDS and sexually transmitted infections, Neoplasms"
PRI-As_Expected,SVN-Governance,3,"Chronic respiratory diseases, Maternal and neonatal disorders, Sense organ diseases"
PRI-As_Expected,SVN-Multiple_Factors,3,"Diabetes and kidney diseases, Mental disorders, Respiratory infections and tuberculosis"
PRI-As_Expected,SWE-As_Expected,6,"Diabetes and kidney diseases, HIV/AIDS and sexually transmitted infections, Maternal and neonatal disorders"
PRI-As_Expected,SWE-Governance,2,"Chronic respiratory diseases, Sense organ diseases"
PRI-As_Expected,SWZ-As_Expected,2,"Neglected tropical diseases and malaria, Respiratory infections and tuberculosis"
PRI-As_Expected,SYR-Multiple_Factors,2,"Diabetes and kidney diseases, Mental disorders"
PRI-As_Expected,TGO-As_Expected,3,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections, Neglected tropical diseases and malaria"
PRI-As_Expected,THA-As_Expected,6,"Diabetes and kidney diseases, Maternal and neonatal disorders, Mental disorders"
PRI-As_Expected,THA-Governance,2,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections"
PRI-As_Expected,TUN-As_Expected,5,"Chronic respiratory diseases, Maternal and neonatal disorders, Neglected tropical diseases and malaria"
PRI-As_Expected,TUN-Health_Infrastructure,2,"Diabetes and kidney diseases, Mental disorders"
PRI-As_Expected,TUR-As_Expected,4,"Maternal and neonatal disorders, Neglected tropical diseases and malaria, Respiratory infections and tuberculosis"
PRI-As_Expected,TUR-Health_Infrastructure,2,"Diabetes and kidney diseases, Mental disorders"
PRI-As_Expected,TUR-Research_Capacity,2,"Chronic respiratory diseases, Neoplasms"
PRI-As_Expected,TWN-As_Expected,2,"Maternal and neonatal disorders, Respiratory infections and tuberculosis"
PRI-As_Expected,TWN-Governance,3,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections, Sense organ diseases"
PRI-As_Expected,TWN-Multiple_Factors,2,"Diabetes and kidney diseases, Mental disorders"
PRI-As_Expected,TWN-Research_Capacity,2,"Neglected tropical diseases and malaria, Neoplasms"
PRI-As_Expected,TZA-As_Expected,6,"Diabetes and kidney diseases, Maternal and neonatal disorders, Mental disorders"
PRI-As_Expected,TZA-Governance,2,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections"
PRI-As_Expected,UGA-As_Expected,4,"Diabetes and kidney diseases, HIV/AIDS and sexually transmitted infections, Maternal and neonatal disorders"
PRI-As_Expected,UGA-Governance,2,"Chronic respiratory diseases, Sense organ diseases"
PRI-As_Expected,UKR-As_Expected,5,"Chronic respiratory diseases, Maternal and neonatal disorders, Mental disorders"
PRI-As_Expected,UKR-Multiple_Factors,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
PRI-As_Expected,URY-As_Expected,2,"Maternal and neonatal disorders, Neoplasms"
PRI-As_Expected,URY-Governance,2,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections"
PRI-As_Expected,URY-Multiple_Factors,3,"Diabetes and kidney diseases, Mental disorders, Respiratory infections and tuberculosis"
PRI-As_Expected,USA-As_Expected,2,"HIV/AIDS and sexually transmitted infections, Sense organ diseases"
PRI-As_Expected,USA-Governance,3,"Chronic respiratory diseases, Maternal and neonatal disorders, Neoplasms"
PRI-As_Expected,USA-Multiple_Factors,3,"Diabetes and kidney diseases, Mental disorders, Respiratory infections and tuberculosis"
PRI-As_Expected,UZB-As_Expected,3,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections, Maternal and neonatal disorders"
PRI-As_Expected,VEN-As_Expected,5,"HIV/AIDS and sexually transmitted infections, Neglected tropical diseases and malaria, Neoplasms"
PRI-As_Expected,VEN-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
PRI-As_Expected,VEN-Multiple_Factors,2,"Diabetes and kidney diseases, Mental disorders"
PRI-As_Expected,VIR-As_Expected,2,"Diabetes and kidney diseases, Maternal and neonatal disorders"
PRI-As_Expected,VNM-As_Expected,6,"Diabetes and kidney diseases, HIV/AIDS and sexually transmitted infections, Maternal and neonatal disorders"
PRI-As_Expected,VNM-Health_Infrastructure,2,"Chronic respiratory diseases, Mental disorders"
PRI-As_Expected,ZAF-As_Expected,7,"Chronic respiratory diseases, Diabetes and kidney diseases, Maternal and neonatal disorders"
PRI-As_Expected,ZMB-As_Expected,3,"Maternal and neonatal disorders, Mental disorders, Neglected tropical diseases and malaria"
PRI-As_Expected,ZMB-Governance,3,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections, Sense organ diseases"
PRI-As_Expected,ZWE-As_Expected,6,"Diabetes and kidney diseases, HIV/AIDS and sexually transmitted infections, Maternal and neonatal disorders"
PRI-As_Expected,ZWE-Governance,2,"Chronic respiratory diseases, Sense organ diseases"
PRI-Health_Infrastructure,PRT-As_Expected,3,"Digestive diseases, Musculoskeletal disorders, Nutritional deficiencies"
PRI-Health_Infrastructure,QAT-As_Expected,2,"Digestive diseases, Nutritional deficiencies"
PRI-Health_Infrastructure,QAT-Health_Infrastructure,2,"Musculoskeletal disorders, Skin and subcutaneous diseases"
PRI-Health_Infrastructure,ROU-As_Expected,3,"Digestive diseases, Musculoskeletal disorders, Skin and subcutaneous diseases"
PRI-Health_Infrastructure,RUS-As_Expected,2,"Nutritional deficiencies, Skin and subcutaneous diseases"
PRI-Health_Infrastructure,RWA-As_Expected,2,"Digestive diseases, Nutritional deficiencies"
PRI-Health_Infrastructure,SAU-As_Expected,4,"Digestive diseases, Musculoskeletal disorders, Nutritional deficiencies"
PRI-Health_Infrastructure,SEN-Health_Infrastructure,3,"Musculoskeletal disorders, Nutritional deficiencies, Skin and subcutaneous diseases"
PRI-Health_Infrastructure,SGP-As_Expected,3,"Digestive diseases, Musculoskeletal disorders, Skin and subcutaneous diseases"
PRI-Health_Infrastructure,SLE-As_Expected,2,"Digestive diseases, Nutritional deficiencies"
PRI-Health_Infrastructure,SRB-As_Expected,2,"Musculoskeletal disorders, Skin and subcutaneous diseases"
PRI-Health_Infrastructure,SVK-As_Expected,3,"Digestive diseases, Musculoskeletal disorders, Skin and subcutaneous diseases"
PRI-Health_Infrastructure,SVN-Health_Infrastructure,2,"Musculoskeletal disorders, Skin and subcutaneous diseases"
PRI-Health_Infrastructure,SWE-As_Expected,4,"Digestive diseases, Musculoskeletal disorders, Nutritional deficiencies"
PRI-Health_Infrastructure,THA-As_Expected,3,"Musculoskeletal disorders, Nutritional deficiencies, Skin and subcutaneous diseases"
PRI-Health_Infrastructure,TUR-Health_Infrastructure,2,"Musculoskeletal disorders, Skin and subcutaneous diseases"
PRI-Health_Infrastructure,TWN-Health_Infrastructure,3,"Musculoskeletal disorders, Nutritional deficiencies, Skin and subcutaneous diseases"
PRI-Health_Infrastructure,TZA-Health_Infrastructure,2,"Digestive diseases, Musculoskeletal disorders"
PRI-Health_Infrastructure,UGA-As_Expected,2,"Digestive diseases, Musculoskeletal disorders"
PRI-Health_Infrastructure,UGA-Health_Infrastructure,2,"Nutritional deficiencies, Skin and subcutaneous diseases"
PRI-Health_Infrastructure,UKR-As_Expected,2,"Digestive diseases, Skin and subcutaneous diseases"
PRI-Health_Infrastructure,UKR-Health_Infrastructure,2,"Musculoskeletal disorders, Nutritional deficiencies"
PRI-Health_Infrastructure,USA-As_Expected,2,"Digestive diseases, Skin and subcutaneous diseases"
PRI-Health_Infrastructure,USA-Health_Infrastructure,2,"Musculoskeletal disorders, Nutritional deficiencies"
PRI-Health_Infrastructure,VEN-As_Expected,3,"Digestive diseases, Musculoskeletal disorders, Skin and subcutaneous diseases"
PRI-Health_Infrastructure,VNM-Health_Infrastructure,2,"Nutritional deficiencies, Skin and subcutaneous diseases"
PRI-Health_Infrastructure,ZAF-As_Expected,3,"Musculoskeletal disorders, Nutritional deficiencies, Skin and subcutaneous diseases"
PRI-Health_Infrastructure,ZMB-Health_Infrastructure,2,"Musculoskeletal disorders, Nutritional deficiencies"
PRI-Health_Infrastructure,ZWE-As_Expected,2,"Digestive diseases, Nutritional deficiencies"
PRI-Research_Capacity,PRT-Research_Capacity,2,"Neurological disorders, Substance use disorders"
PRI-Research_Capacity,PSE-As_Expected,2,"Cardiovascular diseases, Neurological disorders"
PRI-Research_Capacity,QAT-Research_Capacity,2,"Cardiovascular diseases, Neurological disorders"
PRI-Research_Capacity,ROU-As_Expected,2,"Cardiovascular diseases, Neurological disorders"
PRI-Research_Capacity,RUS-Research_Capacity,2,"Cardiovascular diseases, Substance use disorders"
PRI-Research_Capacity,SAU-Research_Capacity,2,"Cardiovascular diseases, Substance use disorders"
PRI-Research_Capacity,SGP-As_Expected,2,"Cardiovascular diseases, Neurological disorders"
PRI-Research_Capacity,SLV-Research_Capacity,2,"Cardiovascular diseases, Neurological disorders"
PRI-Research_Capacity,SRB-As_Expected,2,"Cardiovascular diseases, Substance use disorders"
PRI-Research_Capacity,SVN-Research_Capacity,3,"Cardiovascular diseases, Neurological disorders, Substance use disorders"
PRI-Research_Capacity,SWE-As_Expected,2,"Neurological disorders, Substance use disorders"
PRI-Research_Capacity,THA-As_Expected,3,"Cardiovascular diseases, Neurological disorders, Substance use disorders"
PRI-Research_Capacity,TUN-As_Expected,2,"Cardiovascular diseases, Neurological disorders"
PRI-Research_Capacity,TUR-As_Expected,2,"Cardiovascular diseases, Neurological disorders"
PRI-Research_Capacity,TWN-Research_Capacity,3,"Cardiovascular diseases, Neurological disorders, Substance use disorders"
PRI-Research_Capacity,TZA-As_Expected,2,"Cardiovascular diseases, Neurological disorders"
PRI-Research_Capacity,UGA-Research_Capacity,3,"Cardiovascular diseases, Neurological disorders, Substance use disorders"
PRI-Research_Capacity,UKR-As_Expected,3,"Cardiovascular diseases, Neurological disorders, Substance use disorders"
PRI-Research_Capacity,URY-As_Expected,2,"Cardiovascular diseases, Neurological disorders"
PRI-Research_Capacity,USA-Research_Capacity,2,"Cardiovascular diseases, Neurological disorders"
PRI-Research_Capacity,UZB-As_Expected,2,"Cardiovascular diseases, Neurological disorders"
PRI-Research_Capacity,VEN-As_Expected,2,"Cardiovascular diseases, Neurological disorders"
PRI-Research_Capacity,VNM-As_Expected,2,"Cardiovascular diseases, Substance use disorders"
PRI-Research_Capacity,ZAF-As_Expected,3,"Cardiovascular diseases, Neurological disorders, Substance use disorders"
PRI-Research_Capacity,ZMB-As_Expected,3,"Cardiovascular diseases, Neurological disorders, Substance use disorders"
PRI-Research_Capacity,ZWE-Research_Capacity,2,"Cardiovascular diseases, Substance use disorders"
PRT-As_Expected,PRY-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
PRT-As_Expected,PSE-As_Expected,3,"Cardiovascular diseases, Chronic respiratory diseases, Maternal and neonatal disorders"
PRT-As_Expected,QAT-As_Expected,3,"Diabetes and kidney diseases, Digestive diseases, Nutritional deficiencies"
PRT-As_Expected,QAT-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
PRT-As_Expected,ROU-As_Expected,6,"Cardiovascular diseases, Chronic respiratory diseases, Diabetes and kidney diseases"
PRT-As_Expected,RUS-As_Expected,4,"Chronic respiratory diseases, Diabetes and kidney diseases, Maternal and neonatal disorders"
PRT-As_Expected,RUS-Research_Capacity,2,"Cardiovascular diseases, Digestive diseases"
PRT-As_Expected,RWA-As_Expected,6,"Chronic respiratory diseases, Diabetes and kidney diseases, Digestive diseases"
PRT-As_Expected,SAU-As_Expected,4,"Diabetes and kidney diseases, Digestive diseases, Musculoskeletal disorders"
PRT-As_Expected,SAU-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
PRT-As_Expected,SDN-As_Expected,2,"Diabetes and kidney diseases, Maternal and neonatal disorders"
PRT-As_Expected,SDN-Research_Capacity,2,"Cardiovascular diseases, Digestive diseases"
PRT-As_Expected,SEN-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
PRT-As_Expected,SEN-Health_Infrastructure,2,"Musculoskeletal disorders, Nutritional deficiencies"
PRT-As_Expected,SEN-Research_Capacity,2,"Cardiovascular diseases, Digestive diseases"
PRT-As_Expected,SGP-As_Expected,6,"Cardiovascular diseases, Chronic respiratory diseases, Diabetes and kidney diseases"
PRT-As_Expected,SLB-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
PRT-As_Expected,SLE-As_Expected,2,"Digestive diseases, Nutritional deficiencies"
PRT-As_Expected,SLE-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
PRT-As_Expected,SLV-As_Expected,2,"Chronic respiratory diseases, Musculoskeletal disorders"
PRT-As_Expected,SLV-Multiple_Factors,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
PRT-As_Expected,SLV-Research_Capacity,2,"Cardiovascular diseases, Digestive diseases"
PRT-As_Expected,SRB-As_Expected,4,"Cardiovascular diseases, Chronic respiratory diseases, Musculoskeletal disorders"
PRT-As_Expected,SVK-As_Expected,5,"Cardiovascular diseases, Chronic respiratory diseases, Diabetes and kidney diseases"
PRT-As_Expected,SVN-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
PRT-As_Expected,SVN-Multiple_Factors,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
PRT-As_Expected,SVN-Research_Capacity,2,"Cardiovascular diseases, Digestive diseases"
PRT-As_Expected,SWE-As_Expected,6,"Diabetes and kidney diseases, Digestive diseases, Maternal and neonatal disorders"
PRT-As_Expected,THA-As_Expected,6,"Cardiovascular diseases, Diabetes and kidney diseases, Maternal and neonatal disorders"
PRT-As_Expected,TUN-As_Expected,5,"Cardiovascular diseases, Chronic respiratory diseases, Maternal and neonatal disorders"
PRT-As_Expected,TUR-As_Expected,4,"Cardiovascular diseases, Digestive diseases, Maternal and neonatal disorders"
PRT-As_Expected,TUR-Health_Infrastructure,2,"Diabetes and kidney diseases, Musculoskeletal disorders"
PRT-As_Expected,TUR-Research_Capacity,2,"Chronic respiratory diseases, Nutritional deficiencies"
PRT-As_Expected,TWN-As_Expected,2,"Maternal and neonatal disorders, Respiratory infections and tuberculosis"
PRT-As_Expected,TWN-Health_Infrastructure,2,"Musculoskeletal disorders, Nutritional deficiencies"
PRT-As_Expected,TWN-Research_Capacity,2,"Cardiovascular diseases, Digestive diseases"
PRT-As_Expected,TZA-As_Expected,5,"Cardiovascular diseases, Diabetes and kidney diseases, Maternal and neonatal disorders"
PRT-As_Expected,TZA-Health_Infrastructure,2,"Digestive diseases, Musculoskeletal disorders"
PRT-As_Expected,UGA-As_Expected,4,"Diabetes and kidney diseases, Digestive diseases, Maternal and neonatal disorders"
PRT-As_Expected,UKR-As_Expected,4,"Cardiovascular diseases, Chronic respiratory diseases, Digestive diseases"
PRT-As_Expected,UKR-Health_Infrastructure,2,"Musculoskeletal disorders, Nutritional deficiencies"
PRT-As_Expected,UKR-Multiple_Factors,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
PRT-As_Expected,URY-As_Expected,3,"Cardiovascular diseases, Maternal and neonatal disorders, Musculoskeletal disorders"
PRT-As_Expected,URY-Multiple_Factors,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
PRT-As_Expected,USA-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
PRT-As_Expected,USA-Health_Infrastructure,2,"Musculoskeletal disorders, Nutritional deficiencies"
PRT-As_Expected,USA-Multiple_Factors,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
PRT-As_Expected,UZB-As_Expected,4,"Cardiovascular diseases, Chronic respiratory diseases, Maternal and neonatal disorders"
PRT-As_Expected,VEN-As_Expected,4,"Cardiovascular diseases, Digestive diseases, Musculoskeletal disorders"
PRT-As_Expected,VEN-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
PRT-As_Expected,VIR-As_Expected,2,"Diabetes and kidney diseases, Maternal and neonatal disorders"
PRT-As_Expected,VNM-As_Expected,5,"Cardiovascular diseases, Diabetes and kidney diseases, Maternal and neonatal disorders"
PRT-As_Expected,VNM-Health_Infrastructure,2,"Chronic respiratory diseases, Nutritional deficiencies"
PRT-As_Expected,ZAF-As_Expected,7,"Cardiovascular diseases, Chronic respiratory diseases, Diabetes and kidney diseases"
PRT-As_Expected,ZMB-As_Expected,3,"Cardiovascular diseases, Digestive diseases, Maternal and neonatal disorders"
PRT-As_Expected,ZMB-Health_Infrastructure,3,"Musculoskeletal disorders, Nutritional deficiencies, Respiratory infections and tuberculosis"
PRT-As_Expected,ZWE-As_Expected,5,"Diabetes and kidney diseases, Digestive diseases, Maternal and neonatal disorders"
PRT-Governance,SAU-As_Expected,2,"HIV/AIDS and sexually transmitted infections, Sense organ diseases"
PRT-Governance,TWN-Governance,2,"HIV/AIDS and sexually transmitted infections, Sense organ diseases"
PRT-Governance,USA-As_Expected,2,"HIV/AIDS and sexually transmitted infections, Sense organ diseases"
PRT-Governance,VEN-As_Expected,2,"HIV/AIDS and sexually transmitted infections, Sense organ diseases"
PRT-Governance,ZMB-Governance,2,"HIV/AIDS and sexually transmitted infections, Sense organ diseases"
PRT-Research_Capacity,PSE-As_Expected,2,"Neoplasms, Neurological disorders"
PRT-Research_Capacity,QAT-Research_Capacity,3,"Neglected tropical diseases and malaria, Neoplasms, Neurological disorders"
PRT-Research_Capacity,ROU-As_Expected,2,"Neurological disorders, Skin and subcutaneous diseases"
PRT-Research_Capacity,RUS-As_Expected,2,"Neoplasms, Skin and subcutaneous diseases"
PRT-Research_Capacity,RUS-Research_Capacity,2,"Neglected tropical diseases and malaria, Substance use disorders"
PRT-Research_Capacity,RWA-Research_Capacity,2,"Neglected tropical diseases and malaria, Neoplasms"
PRT-Research_Capacity,SAU-As_Expected,3,"Neglected tropical diseases and malaria, Neurological disorders, Skin and subcutaneous diseases"
PRT-Research_Capacity,SAU-Research_Capacity,2,"Neoplasms, Substance use disorders"
PRT-Research_Capacity,SEN-Health_Infrastructure,2,"Neoplasms, Skin and subcutaneous diseases"
PRT-Research_Capacity,SGP-As_Expected,2,"Neurological disorders, Skin and subcutaneous diseases"
PRT-Research_Capacity,SGP-Research_Capacity,3,"Neglected tropical diseases and malaria, Neoplasms, Substance use disorders"
PRT-Research_Capacity,SRB-As_Expected,3,"Neoplasms, Skin and subcutaneous diseases, Substance use disorders"
PRT-Research_Capacity,SRB-Research_Capacity,2,"Neglected tropical diseases and malaria, Neurological disorders"
PRT-Research_Capacity,SVK-Research_Capacity,3,"Neglected tropical diseases and malaria, Neoplasms, Substance use disorders"
PRT-Research_Capacity,SVN-Research_Capacity,2,"Neurological disorders, Substance use disorders"
PRT-Research_Capacity,SWE-As_Expected,4,"Neoplasms, Neurological disorders, Skin and subcutaneous diseases"
PRT-Research_Capacity,THA-As_Expected,4,"Neglected tropical diseases and malaria, Neurological disorders, Skin and subcutaneous diseases"
PRT-Research_Capacity,TUN-As_Expected,3,"Neglected tropical diseases and malaria, Neoplasms, Neurological disorders"
PRT-Research_Capacity,TUR-As_Expected,2,"Neglected tropical diseases and malaria, Neurological disorders"
PRT-Research_Capacity,TUR-Research_Capacity,2,"Neoplasms, Substance use disorders"
PRT-Research_Capacity,TWN-Research_Capacity,4,"Neglected tropical diseases and malaria, Neoplasms, Neurological disorders"
PRT-Research_Capacity,TZA-As_Expected,2,"Neglected tropical diseases and malaria, Neurological disorders"
PRT-Research_Capacity,UGA-Health_Infrastructure,2,"Neoplasms, Skin and subcutaneous diseases"
PRT-Research_Capacity,UGA-Research_Capacity,3,"Neglected tropical diseases and malaria, Neurological disorders, Substance use disorders"
PRT-Research_Capacity,UKR-As_Expected,4,"Neoplasms, Neurological disorders, Skin and subcutaneous diseases"
PRT-Research_Capacity,URY-As_Expected,2,"Neoplasms, Neurological disorders"
PRT-Research_Capacity,URY-Research_Capacity,2,"Neglected tropical diseases and malaria, Substance use disorders"
PRT-Research_Capacity,USA-As_Expected,2,"Skin and subcutaneous diseases, Substance use disorders"
PRT-Research_Capacity,USA-Research_Capacity,2,"Neglected tropical diseases and malaria, Neurological disorders"
PRT-Research_Capacity,VEN-As_Expected,4,"Neglected tropical diseases and malaria, Neoplasms, Neurological disorders"
PRT-Research_Capacity,VNM-As_Expected,3,"Neglected tropical diseases and malaria, Neoplasms, Substance use disorders"
PRT-Research_Capacity,YEM-As_Expected,2,"Neoplasms, Substance use disorders"
PRT-Research_Capacity,ZAF-As_Expected,5,"Neglected tropical diseases and malaria, Neoplasms, Neurological disorders"
PRT-Research_Capacity,ZMB-As_Expected,3,"Neglected tropical diseases and malaria, Neurological disorders, Substance use disorders"
PRT-Research_Capacity,ZWE-As_Expected,3,"Neglected tropical diseases and malaria, Neoplasms, Neurological disorders"
PRY-Governance,PSE-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
PRY-Governance,QAT-Governance,3,"Chronic respiratory diseases, Maternal and neonatal disorders, Sense organ diseases"
PRY-Governance,ROU-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
PRY-Governance,RUS-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
PRY-Governance,RWA-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
PRY-Governance,SAU-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
PRY-Governance,SEN-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
PRY-Governance,SLB-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
PRY-Governance,SLE-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
PRY-Governance,SRB-As_Expected,2,"Chronic respiratory diseases, Sense organ diseases"
PRY-Governance,SVK-As_Expected,2,"Chronic respiratory diseases, Sense organ diseases"
PRY-Governance,SVN-Governance,3,"Chronic respiratory diseases, Maternal and neonatal disorders, Sense organ diseases"
PRY-Governance,SWE-Governance,2,"Chronic respiratory diseases, Sense organ diseases"
PRY-Governance,THA-As_Expected,2,"Maternal and neonatal disorders, Sense organ diseases"
PRY-Governance,TUN-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
PRY-Governance,TUR-As_Expected,2,"Maternal and neonatal disorders, Sense organ diseases"
PRY-Governance,TWN-Governance,2,"Chronic respiratory diseases, Sense organ diseases"
PRY-Governance,TZA-As_Expected,2,"Maternal and neonatal disorders, Sense organ diseases"
PRY-Governance,UGA-Governance,2,"Chronic respiratory diseases, Sense organ diseases"
PRY-Governance,UKR-As_Expected,3,"Chronic respiratory diseases, Maternal and neonatal disorders, Sense organ diseases"
PRY-Governance,USA-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
PRY-Governance,UZB-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
PRY-Governance,VEN-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
PRY-Governance,ZAF-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
PRY-Governance,ZMB-Governance,2,"Chronic respiratory diseases, Sense organ diseases"
PRY-Governance,ZWE-Governance,2,"Chronic respiratory diseases, Sense organ diseases"
PRY-Multiple_Factors,RWA-As_Expected,2,"Mental disorders, Respiratory infections and tuberculosis"
PRY-Multiple_Factors,SGP-As_Expected,2,"Mental disorders, Respiratory infections and tuberculosis"
PRY-Multiple_Factors,SRB-As_Expected,2,"Mental disorders, Respiratory infections and tuberculosis"
PRY-Multiple_Factors,SVN-Multiple_Factors,2,"Mental disorders, Respiratory infections and tuberculosis"
PRY-Multiple_Factors,SWE-As_Expected,2,"Mental disorders, Respiratory infections and tuberculosis"
PRY-Multiple_Factors,THA-As_Expected,2,"Mental disorders, Respiratory infections and tuberculosis"
PRY-Multiple_Factors,TZA-As_Expected,2,"Mental disorders, Respiratory infections and tuberculosis"
PRY-Multiple_Factors,URY-Multiple_Factors,2,"Mental disorders, Respiratory infections and tuberculosis"
PRY-Multiple_Factors,USA-Multiple_Factors,2,"Mental disorders, Respiratory infections and tuberculosis"
PRY-Multiple_Factors,ZAF-As_Expected,2,"Mental disorders, Respiratory infections and tuberculosis"
