Index,Variables,GDP_Coeff,GDP_p,R2,IsValidStory
614,"foreign_aid_received, log_total_publications, log_hospital_beds_per_capita, hdi",,,0.2557662434762643,False
615,"foreign_aid_received, log_total_publications, log_hospital_beds_per_capita, democracy_index",,,0.23915243343962989,False
616,"foreign_aid_received, log_total_publications, log_hospital_beds_per_capita, altruism",,,0.23749638162020892,False
617,"foreign_aid_received, log_total_publications, log_hospital_beds_per_capita, trust_scientists",,,0.2561393777817196,False
618,"foreign_aid_received, log_total_publications, log_doctors_per_10k, hdi",,,0.240135237780019,False
619,"foreign_aid_received, log_total_publications, log_doctors_per_10k, democracy_index",,,0.24138184400236662,False
620,"foreign_aid_received, log_total_publications, log_doctors_per_10k, altruism",,,0.24130524937224118,False
621,"foreign_aid_received, log_total_publications, log_doctors_per_10k, trust_scientists",,,0.2396636575367055,False
622,"foreign_aid_received, log_total_publications, uhc_index, hdi",,,0.22293054587001093,False
623,"foreign_aid_received, log_total_publications, uhc_index, democracy_index",,,0.22252549025335255,False
624,"foreign_aid_received, log_total_publications, uhc_index, altruism",,,0.22154939443835264,False
625,"foreign_aid_received, log_total_publications, uhc_index, trust_scientists",,,0.223443605559017,False
626,"foreign_aid_received, log_total_publications, log_medical_school, hdi",,,0.2618166138702408,False
627,"foreign_aid_received, log_total_publications, log_medical_school, democracy_index",,,0.22234113981427894,False
628,"foreign_aid_received, log_total_publications, log_medical_school, altruism",,,0.22090948790655696,False
629,"foreign_aid_received, log_total_publications, log_medical_school, trust_scientists",,,0.23506868652948154,False
630,"foreign_aid_received, log_total_publications, sanitation, hdi",,,0.22086342750150234,False
631,"foreign_aid_received, log_total_publications, sanitation, democracy_index",,,0.205108043814192,False
632,"foreign_aid_received, log_total_publications, sanitation, altruism",,,0.20550656798155553,False
633,"foreign_aid_received, log_total_publications, sanitation, trust_scientists",,,0.21362172094642384,False
634,"foreign_aid_received, log_total_citations, log_health_expenditure_per_capita, hdi",,,0.23701867376874874,False
635,"foreign_aid_received, log_total_citations, log_health_expenditure_per_capita, democracy_index",,,0.2111120136010719,False
636,"foreign_aid_received, log_total_citations, log_health_expenditure_per_capita, altruism",,,0.21192594197004688,False
637,"foreign_aid_received, log_total_citations, log_health_expenditure_per_capita, trust_scientists",,,0.22048301375107882,False
638,"foreign_aid_received, log_total_citations, log_hospital_beds_per_capita, hdi",,,0.2729819141935107,False
639,"foreign_aid_received, log_total_citations, log_hospital_beds_per_capita, democracy_index",,,0.24524593692400398,False
640,"foreign_aid_received, log_total_citations, log_hospital_beds_per_capita, altruism",,,0.24557146492701243,False
641,"foreign_aid_received, log_total_citations, log_hospital_beds_per_capita, trust_scientists",,,0.26939706771842664,False
642,"foreign_aid_received, log_total_citations, log_doctors_per_10k, hdi",,,0.24590781340768775,False
643,"foreign_aid_received, log_total_citations, log_doctors_per_10k, democracy_index",,,0.2457410727419067,False
644,"foreign_aid_received, log_total_citations, log_doctors_per_10k, altruism",,,0.25027300318322043,False
645,"foreign_aid_received, log_total_citations, log_doctors_per_10k, trust_scientists",,,0.2463847338427032,False
646,"foreign_aid_received, log_total_citations, uhc_index, hdi",,,0.2330726243081771,False
647,"foreign_aid_received, log_total_citations, uhc_index, democracy_index",,,0.22809559912403,False
648,"foreign_aid_received, log_total_citations, uhc_index, altruism",,,0.22893410350813015,False
649,"foreign_aid_received, log_total_citations, uhc_index, trust_scientists",,,0.2307421109642529,False
650,"foreign_aid_received, log_total_citations, log_medical_school, hdi",,,0.26280729334371533,False
651,"foreign_aid_received, log_total_citations, log_medical_school, democracy_index",,,0.21288217479598914,False
652,"foreign_aid_received, log_total_citations, log_medical_school, altruism",,,0.20838103364475846,False
653,"foreign_aid_received, log_total_citations, log_medical_school, trust_scientists",,,0.22565729935162315,False
654,"foreign_aid_received, log_total_citations, sanitation, hdi",,,0.2321984644687255,False
655,"foreign_aid_received, log_total_citations, sanitation, democracy_index",,,0.20882279749277188,False
656,"foreign_aid_received, log_total_citations, sanitation, altruism",,,0.20932308096117758,False
657,"foreign_aid_received, log_total_citations, sanitation, trust_scientists",,,0.21842834312195003,False
658,"foreign_aid_received, log_researchers_per_million, log_health_expenditure_per_capita, hdi",,,0.041767265821125554,False
659,"foreign_aid_received, log_researchers_per_million, log_health_expenditure_per_capita, democracy_index",,,0.026903065357110845,False
660,"foreign_aid_received, log_researchers_per_million, log_health_expenditure_per_capita, altruism",,,0.02166419375013895,False
661,"foreign_aid_received, log_researchers_per_million, log_health_expenditure_per_capita, trust_scientists",,,0.023130983578248387,False
662,"foreign_aid_received, log_researchers_per_million, log_hospital_beds_per_capita, hdi",,,0.19746162890817454,False
663,"foreign_aid_received, log_researchers_per_million, log_hospital_beds_per_capita, democracy_index",,,0.21799554982248937,False
664,"foreign_aid_received, log_researchers_per_million, log_hospital_beds_per_capita, altruism",,,0.19740630647543222,False
665,"foreign_aid_received, log_researchers_per_million, log_hospital_beds_per_capita, trust_scientists",,,0.20137676934249804,False
666,"foreign_aid_received, log_researchers_per_million, log_doctors_per_10k, hdi",,,0.0772279521494087,False
667,"foreign_aid_received, log_researchers_per_million, log_doctors_per_10k, democracy_index",,,0.07834792843549088,False
668,"foreign_aid_received, log_researchers_per_million, log_doctors_per_10k, altruism",,,0.0710577600870459,False
669,"foreign_aid_received, log_researchers_per_million, log_doctors_per_10k, trust_scientists",,,0.07158713101404846,False
670,"foreign_aid_received, log_researchers_per_million, uhc_index, hdi",,,0.039609053809931294,False
671,"foreign_aid_received, log_researchers_per_million, uhc_index, democracy_index",,,0.04661983289365823,False
672,"foreign_aid_received, log_researchers_per_million, uhc_index, altruism",,,0.03945881832543263,False
673,"foreign_aid_received, log_researchers_per_million, uhc_index, trust_scientists",,,0.03952925201830215,False
674,"foreign_aid_received, log_researchers_per_million, log_medical_school, hdi",,,0.0335289031207473,False
675,"foreign_aid_received, log_researchers_per_million, log_medical_school, democracy_index",,,0.026719585659258582,False
676,"foreign_aid_received, log_researchers_per_million, log_medical_school, altruism",,,0.023538310511073246,False
677,"foreign_aid_received, log_researchers_per_million, log_medical_school, trust_scientists",,,0.026146148924299784,False
678,"foreign_aid_received, log_researchers_per_million, sanitation, hdi",,,0.032444608440296174,False
679,"foreign_aid_received, log_researchers_per_million, sanitation, democracy_index",,,0.024916204904160577,False
680,"foreign_aid_received, log_researchers_per_million, sanitation, altruism",,,0.02171443308425247,False
681,"foreign_aid_received, log_researchers_per_million, sanitation, trust_scientists",,,0.023048860128976112,False
